Timestamp,Source MAC,Destination MAC,In Port
2023-03-01 22:15:27.895079,d6:0b:6d:b0:86:c1,33:33:00:00:00:02,9
2023-03-01 22:15:27.899104,b6:d4:0a:7d:9e:a4,33:33:00:00:00:02,5
2023-03-01 22:15:27.902519,d6:0b:6d:b0:86:c1,33:33:00:00:00:02,9
2023-03-01 22:15:27.906196,e6:f9:d3:09:da:6f,33:33:00:00:00:02,1
2023-03-01 22:15:27.909683,d6:0b:6d:b0:86:c1,33:33:00:00:00:02,9
2023-03-01 22:15:27.913138,d6:0b:6d:b0:86:c1,33:33:00:00:00:02,9
2023-03-01 22:15:27.917328,8e:09:5a:e8:c7:ff,33:33:00:00:00:02,2
2023-03-01 22:15:27.920771,8a:d7:74:29:f1:7f,33:33:00:00:00:02,2
2023-03-01 22:15:27.924652,8a:d9:e2:f2:da:11,33:33:00:00:00:02,3
2023-03-01 22:15:27.929914,8a:44:3b:15:06:1b,33:33:00:00:00:02,1
2023-03-01 22:15:27.933112,e6:f9:d3:09:da:6f,33:33:00:00:00:02,3
2023-03-01 22:15:27.936540,b6:d4:0a:7d:9e:a4,33:33:00:00:00:02,5
2023-03-01 22:15:27.942658,8e:09:5a:e8:c7:ff,33:33:00:00:00:02,9
2023-03-01 22:15:27.946108,8a:d7:74:29:f1:7f,33:33:00:00:00:02,9
2023-03-01 22:15:27.949397,8a:d9:e2:f2:da:11,33:33:00:00:00:02,9
2023-03-01 22:15:27.952898,8e:09:5a:e8:c7:ff,33:33:00:00:00:02,9
2023-03-01 22:15:27.958563,8a:d7:74:29:f1:7f,33:33:00:00:00:02,9
2023-03-01 22:15:27.963035,8a:d9:e2:f2:da:11,33:33:00:00:00:02,9
2023-03-01 22:15:27.966453,8e:09:5a:e8:c7:ff,33:33:00:00:00:02,9
2023-03-01 22:15:27.969891,8a:d7:74:29:f1:7f,33:33:00:00:00:02,9
2023-03-01 22:15:27.973299,8a:d9:e2:f2:da:11,33:33:00:00:00:02,9
2023-03-01 22:15:27.976651,8e:09:5a:e8:c7:ff,33:33:00:00:00:02,9
2023-03-01 22:15:27.980618,8a:d7:74:29:f1:7f,33:33:00:00:00:02,9
2023-03-01 22:15:27.984219,8e:09:5a:e8:c7:ff,33:33:00:00:00:02,9
2023-03-01 22:15:27.988349,8a:d7:74:29:f1:7f,33:33:00:00:00:02,9
2023-03-01 22:15:27.992480,8a:d9:e2:f2:da:11,33:33:00:00:00:02,9
2023-03-01 22:15:27.996068,8a:d9:e2:f2:da:11,33:33:00:00:00:02,9
2023-03-01 22:15:27.999517,8e:09:5a:e8:c7:ff,33:33:00:00:00:02,9
2023-03-01 22:15:28.003032,8a:d7:74:29:f1:7f,33:33:00:00:00:02,9
2023-03-01 22:15:28.006517,8a:d9:e2:f2:da:11,33:33:00:00:00:02,9
2023-03-01 22:15:28.009953,8e:09:5a:e8:c7:ff,33:33:00:00:00:02,9
2023-03-01 22:15:28.013896,8a:d7:74:29:f1:7f,33:33:00:00:00:02,9
2023-03-01 22:15:28.018006,8a:d9:e2:f2:da:11,33:33:00:00:00:02,9
2023-03-01 22:15:28.025867,8a:44:3b:15:06:1b,33:33:00:00:00:02,9
2023-03-01 22:15:28.029516,b6:d4:0a:7d:9e:a4,33:33:00:00:00:02,9
2023-03-01 22:15:28.033012,8a:44:3b:15:06:1b,33:33:00:00:00:02,9
2023-03-01 22:15:28.036556,e6:f9:d3:09:da:6f,33:33:00:00:00:02,9
2023-03-01 22:15:28.040159,b6:d4:0a:7d:9e:a4,33:33:00:00:00:02,9
2023-03-01 22:15:28.043733,8a:44:3b:15:06:1b,33:33:00:00:00:02,9
2023-03-01 22:15:28.047427,e6:f9:d3:09:da:6f,33:33:00:00:00:02,9
2023-03-01 22:15:28.051801,b6:d4:0a:7d:9e:a4,33:33:00:00:00:02,9
2023-03-01 22:15:28.056901,e6:f9:d3:09:da:6f,33:33:00:00:00:02,9
2023-03-01 22:15:28.060549,b6:d4:0a:7d:9e:a4,33:33:00:00:00:02,9
2023-03-01 22:15:28.064426,8a:44:3b:15:06:1b,33:33:00:00:00:02,9
2023-03-01 22:15:28.068240,e6:f9:d3:09:da:6f,33:33:00:00:00:02,9
2023-03-01 22:15:28.072052,b6:d4:0a:7d:9e:a4,33:33:00:00:00:02,9
2023-03-01 22:15:28.075982,8a:44:3b:15:06:1b,33:33:00:00:00:02,9
2023-03-01 22:15:28.080299,e6:f9:d3:09:da:6f,33:33:00:00:00:02,9
2023-03-01 22:15:28.086317,b6:d4:0a:7d:9e:a4,33:33:00:00:00:02,9
2023-03-01 22:15:28.090777,8a:44:3b:15:06:1b,33:33:00:00:00:02,9
2023-03-01 22:15:28.094654,e6:f9:d3:09:da:6f,33:33:00:00:00:02,9
2023-03-01 22:15:28.098440,8a:44:3b:15:06:1b,33:33:00:00:00:02,9
2023-03-01 22:15:28.102168,e6:f9:d3:09:da:6f,33:33:00:00:00:02,9
2023-03-01 22:15:28.105899,b6:d4:0a:7d:9e:a4,33:33:00:00:00:02,9
2023-03-01 22:15:44.247667,16:4e:93:77:b0:f9,33:33:00:00:00:02,8
2023-03-01 22:15:44.252453,4e:c8:f5:a8:9f:81,33:33:00:00:00:02,6
2023-03-01 22:15:44.257279,62:aa:1a:86:e4:c3,33:33:00:00:00:02,7
2023-03-01 22:15:44.269875,26:3b:11:2d:e9:a4,33:33:00:00:00:02,8
2023-03-01 22:15:44.277605,16:4e:93:77:b0:f9,33:33:00:00:00:02,7
2023-03-01 22:15:44.285466,4e:c8:f5:a8:9f:81,33:33:00:00:00:02,2
2023-03-01 22:15:44.291004,62:aa:1a:86:e4:c3,33:33:00:00:00:02,6
2023-03-01 22:15:44.302642,26:3b:11:2d:e9:a4,33:33:00:00:00:02,5
2023-03-01 22:15:44.309928,16:4e:93:77:b0:f9,33:33:00:00:00:02,9
2023-03-01 22:15:44.315386,4e:c8:f5:a8:9f:81,33:33:00:00:00:02,9
2023-03-01 22:15:44.321288,62:aa:1a:86:e4:c3,33:33:00:00:00:02,9
2023-03-01 22:15:44.326418,16:4e:93:77:b0:f9,33:33:00:00:00:02,9
2023-03-01 22:15:44.331798,4e:c8:f5:a8:9f:81,33:33:00:00:00:02,9
2023-03-01 22:15:44.336268,62:aa:1a:86:e4:c3,33:33:00:00:00:02,9
2023-03-01 22:15:44.340861,16:4e:93:77:b0:f9,33:33:00:00:00:02,9
2023-03-01 22:15:44.346323,4e:c8:f5:a8:9f:81,33:33:00:00:00:02,9
2023-03-01 22:15:44.351928,16:4e:93:77:b0:f9,33:33:00:00:00:02,9
2023-03-01 22:15:44.357121,62:aa:1a:86:e4:c3,33:33:00:00:00:02,9
2023-03-01 22:15:44.362188,16:4e:93:77:b0:f9,33:33:00:00:00:02,9
2023-03-01 22:15:44.367593,4e:c8:f5:a8:9f:81,33:33:00:00:00:02,9
2023-03-01 22:15:44.373170,62:aa:1a:86:e4:c3,33:33:00:00:00:02,9
2023-03-01 22:15:44.379083,4e:c8:f5:a8:9f:81,33:33:00:00:00:02,9
2023-03-01 22:15:44.384405,62:aa:1a:86:e4:c3,33:33:00:00:00:02,9
2023-03-01 22:15:44.389551,16:4e:93:77:b0:f9,33:33:00:00:00:02,9
2023-03-01 22:15:44.394337,4e:c8:f5:a8:9f:81,33:33:00:00:00:02,9
2023-03-01 22:15:44.399159,62:aa:1a:86:e4:c3,33:33:00:00:00:02,9
2023-03-01 22:15:44.404247,16:4e:93:77:b0:f9,33:33:00:00:00:02,9
2023-03-01 22:15:44.410091,4e:c8:f5:a8:9f:81,33:33:00:00:00:02,9
2023-03-01 22:15:44.416393,62:aa:1a:86:e4:c3,33:33:00:00:00:02,9
2023-03-01 22:15:44.427137,26:3b:11:2d:e9:a4,33:33:00:00:00:02,9
2023-03-01 22:15:44.429822,26:3b:11:2d:e9:a4,33:33:00:00:00:02,9
2023-03-01 22:15:44.432576,26:3b:11:2d:e9:a4,33:33:00:00:00:02,9
2023-03-01 22:15:44.435631,26:3b:11:2d:e9:a4,33:33:00:00:00:02,9
2023-03-01 22:15:44.441340,26:3b:11:2d:e9:a4,33:33:00:00:00:02,9
2023-03-01 22:15:44.445275,26:3b:11:2d:e9:a4,33:33:00:00:00:02,9
2023-03-01 22:15:44.448211,26:3b:11:2d:e9:a4,33:33:00:00:00:02,9
2023-03-01 22:16:00.631556,da:a7:77:70:77:a5,33:33:00:00:00:02,7
2023-03-01 22:16:00.634208,9e:8e:9e:09:71:b5,33:33:00:00:00:02,5
2023-03-01 22:16:00.636719,6a:67:a4:e3:3b:35,33:33:00:00:00:02,9
2023-03-01 22:16:00.640264,16:ee:5e:08:e9:ab,33:33:00:00:00:02,2
2023-03-01 22:16:00.645554,2a:bc:fd:9d:d4:8a,33:33:00:00:00:02,6
2023-03-01 22:16:00.650914,e6:7c:c2:59:61:55,33:33:00:00:00:02,5
2023-03-01 22:16:00.656961,aa:0e:e5:54:eb:60,33:33:00:00:00:02,3
2023-03-01 22:16:00.660370,be:a0:61:17:17:d4,33:33:00:00:00:02,3
2023-03-01 22:16:00.665177,06:a3:8a:75:f5:8c,33:33:00:00:00:02,9
2023-03-01 22:16:00.669111,da:a7:77:70:77:a5,33:33:00:00:00:02,2
2023-03-01 22:16:00.672747,9e:8e:9e:09:71:b5,33:33:00:00:00:02,2
2023-03-01 22:16:00.676876,16:ee:5e:08:e9:ab,33:33:00:00:00:02,7
2023-03-01 22:16:00.681397,2a:bc:fd:9d:d4:8a,33:33:00:00:00:02,6
2023-03-01 22:16:00.684476,e6:7c:c2:59:61:55,33:33:00:00:00:02,6
2023-03-01 22:16:00.687137,aa:0e:e5:54:eb:60,33:33:00:00:00:02,6
2023-03-01 22:16:00.691426,be:a0:61:17:17:d4,33:33:00:00:00:02,4
2023-03-01 22:16:00.698373,da:a7:77:70:77:a5,33:33:00:00:00:02,9
2023-03-01 22:16:00.702174,9e:8e:9e:09:71:b5,33:33:00:00:00:02,9
2023-03-01 22:16:00.706438,16:ee:5e:08:e9:ab,33:33:00:00:00:02,9
2023-03-01 22:16:00.710271,16:ee:5e:08:e9:ab,33:33:00:00:00:02,9
2023-03-01 22:16:00.714290,da:a7:77:70:77:a5,33:33:00:00:00:02,9
2023-03-01 22:16:00.717566,9e:8e:9e:09:71:b5,33:33:00:00:00:02,9
2023-03-01 22:16:00.722147,16:ee:5e:08:e9:ab,33:33:00:00:00:02,9
2023-03-01 22:16:00.725614,da:a7:77:70:77:a5,33:33:00:00:00:02,9
2023-03-01 22:16:00.730153,9e:8e:9e:09:71:b5,33:33:00:00:00:02,9
2023-03-01 22:16:00.734556,16:ee:5e:08:e9:ab,33:33:00:00:00:02,9
2023-03-01 22:16:00.739007,da:a7:77:70:77:a5,33:33:00:00:00:02,9
2023-03-01 22:16:00.743272,9e:8e:9e:09:71:b5,33:33:00:00:00:02,9
2023-03-01 22:16:00.747034,da:a7:77:70:77:a5,33:33:00:00:00:02,9
2023-03-01 22:16:00.751937,9e:8e:9e:09:71:b5,33:33:00:00:00:02,9
2023-03-01 22:16:00.756569,16:ee:5e:08:e9:ab,33:33:00:00:00:02,9
2023-03-01 22:16:00.762547,da:a7:77:70:77:a5,33:33:00:00:00:02,9
2023-03-01 22:16:00.765540,9e:8e:9e:09:71:b5,33:33:00:00:00:02,9
2023-03-01 22:16:00.768444,16:ee:5e:08:e9:ab,33:33:00:00:00:02,9
2023-03-01 22:16:00.772496,da:a7:77:70:77:a5,33:33:00:00:00:02,9
2023-03-01 22:16:00.775562,9e:8e:9e:09:71:b5,33:33:00:00:00:02,9
2023-03-01 22:16:00.780716,16:ee:5e:08:e9:ab,33:33:00:00:00:02,9
2023-03-01 22:16:00.789731,2a:bc:fd:9d:d4:8a,33:33:00:00:00:02,9
2023-03-01 22:16:00.793488,e6:7c:c2:59:61:55,33:33:00:00:00:02,9
2023-03-01 22:16:00.796071,aa:0e:e5:54:eb:60,33:33:00:00:00:02,9
2023-03-01 22:16:00.800233,be:a0:61:17:17:d4,33:33:00:00:00:02,9
2023-03-01 22:16:00.802833,2a:bc:fd:9d:d4:8a,33:33:00:00:00:02,9
2023-03-01 22:16:00.806039,e6:7c:c2:59:61:55,33:33:00:00:00:02,9
2023-03-01 22:16:00.808559,aa:0e:e5:54:eb:60,33:33:00:00:00:02,9
2023-03-01 22:16:00.811309,be:a0:61:17:17:d4,33:33:00:00:00:02,9
2023-03-01 22:16:00.816002,2a:bc:fd:9d:d4:8a,33:33:00:00:00:02,9
2023-03-01 22:16:00.821317,e6:7c:c2:59:61:55,33:33:00:00:00:02,9
2023-03-01 22:16:00.826623,aa:0e:e5:54:eb:60,33:33:00:00:00:02,9
2023-03-01 22:16:00.830719,be:a0:61:17:17:d4,33:33:00:00:00:02,9
2023-03-01 22:16:00.835833,2a:bc:fd:9d:d4:8a,33:33:00:00:00:02,9
2023-03-01 22:16:00.840452,e6:7c:c2:59:61:55,33:33:00:00:00:02,9
2023-03-01 22:16:00.845158,aa:0e:e5:54:eb:60,33:33:00:00:00:02,9
2023-03-01 22:16:00.849658,2a:bc:fd:9d:d4:8a,33:33:00:00:00:02,9
2023-03-01 22:16:00.855703,e6:7c:c2:59:61:55,33:33:00:00:00:02,9
2023-03-01 22:16:00.859895,aa:0e:e5:54:eb:60,33:33:00:00:00:02,9
2023-03-01 22:16:00.863659,be:a0:61:17:17:d4,33:33:00:00:00:02,9
2023-03-01 22:16:00.866922,2a:bc:fd:9d:d4:8a,33:33:00:00:00:02,9
2023-03-01 22:16:00.869442,e6:7c:c2:59:61:55,33:33:00:00:00:02,9
2023-03-01 22:16:00.872203,aa:0e:e5:54:eb:60,33:33:00:00:00:02,9
2023-03-01 22:16:00.874725,be:a0:61:17:17:d4,33:33:00:00:00:02,9
2023-03-01 22:16:00.877149,2a:bc:fd:9d:d4:8a,33:33:00:00:00:02,9
2023-03-01 22:16:00.881667,e6:7c:c2:59:61:55,33:33:00:00:00:02,9
2023-03-01 22:16:00.885447,aa:0e:e5:54:eb:60,33:33:00:00:00:02,9
2023-03-01 22:16:00.890117,be:a0:61:17:17:d4,33:33:00:00:00:02,9
2023-03-01 22:16:00.892763,be:a0:61:17:17:d4,33:33:00:00:00:02,9
2023-03-01 22:16:17.016255,ca:9e:15:dd:18:8b,33:33:00:00:00:02,6
2023-03-01 22:16:17.021035,ce:71:98:dd:88:15,33:33:00:00:00:02,7
2023-03-01 22:16:17.026661,16:80:c3:a5:27:92,33:33:00:00:00:02,3
2023-03-01 22:16:17.031860,8a:b0:f0:de:1a:fd,33:33:00:00:00:02,4
2023-03-01 22:16:17.043919,ca:9e:15:dd:18:8b,33:33:00:00:00:02,7
2023-03-01 22:16:17.047283,ce:71:98:dd:88:15,33:33:00:00:00:02,3
2023-03-01 22:16:17.051569,16:80:c3:a5:27:92,33:33:00:00:00:02,3
2023-03-01 22:16:17.057919,8a:b0:f0:de:1a:fd,33:33:00:00:00:02,5
2023-03-01 22:16:17.065338,ca:9e:15:dd:18:8b,33:33:00:00:00:02,9
2023-03-01 22:16:17.070710,ce:71:98:dd:88:15,33:33:00:00:00:02,9
2023-03-01 22:16:17.075198,ca:9e:15:dd:18:8b,33:33:00:00:00:02,9
2023-03-01 22:16:17.079786,ce:71:98:dd:88:15,33:33:00:00:00:02,9
2023-03-01 22:16:17.087991,ca:9e:15:dd:18:8b,33:33:00:00:00:02,9
2023-03-01 22:16:17.094227,ce:71:98:dd:88:15,33:33:00:00:00:02,9
2023-03-01 22:16:17.099268,ca:9e:15:dd:18:8b,33:33:00:00:00:02,9
2023-03-01 22:16:17.103813,ce:71:98:dd:88:15,33:33:00:00:00:02,9
2023-03-01 22:16:17.108324,ca:9e:15:dd:18:8b,33:33:00:00:00:02,9
2023-03-01 22:16:17.113662,ce:71:98:dd:88:15,33:33:00:00:00:02,9
2023-03-01 22:16:17.119877,ca:9e:15:dd:18:8b,33:33:00:00:00:02,9
2023-03-01 22:16:17.126873,ce:71:98:dd:88:15,33:33:00:00:00:02,9
2023-03-01 22:16:17.132135,ca:9e:15:dd:18:8b,33:33:00:00:00:02,9
2023-03-01 22:16:17.137071,ce:71:98:dd:88:15,33:33:00:00:00:02,9
2023-03-01 22:16:17.144865,16:80:c3:a5:27:92,33:33:00:00:00:02,9
2023-03-01 22:16:17.151895,8a:b0:f0:de:1a:fd,33:33:00:00:00:02,9
2023-03-01 22:16:17.157466,8a:b0:f0:de:1a:fd,33:33:00:00:00:02,9
2023-03-01 22:16:17.162240,16:80:c3:a5:27:92,33:33:00:00:00:02,9
2023-03-01 22:16:17.167024,8a:b0:f0:de:1a:fd,33:33:00:00:00:02,9
2023-03-01 22:16:17.172102,16:80:c3:a5:27:92,33:33:00:00:00:02,9
2023-03-01 22:16:17.177072,8a:b0:f0:de:1a:fd,33:33:00:00:00:02,9
2023-03-01 22:16:17.184791,16:80:c3:a5:27:92,33:33:00:00:00:02,9
2023-03-01 22:16:17.190082,16:80:c3:a5:27:92,33:33:00:00:00:02,9
2023-03-01 22:16:17.194966,8a:b0:f0:de:1a:fd,33:33:00:00:00:02,9
2023-03-01 22:16:17.199942,16:80:c3:a5:27:92,33:33:00:00:00:02,9
2023-03-01 22:16:17.203177,8a:b0:f0:de:1a:fd,33:33:00:00:00:02,9
2023-03-01 22:16:17.206866,16:80:c3:a5:27:92,33:33:00:00:00:02,9
2023-03-01 22:16:17.213077,8a:b0:f0:de:1a:fd,33:33:00:00:00:02,9
2023-03-01 22:16:33.400059,36:c7:46:6d:c2:07,33:33:00:00:00:02,1
2023-03-01 22:16:33.411106,1e:f2:b3:63:34:98,33:33:00:00:00:02,6
2023-03-01 22:16:33.419730,5a:77:bb:bb:c0:72,33:33:00:00:00:02,3
2023-03-01 22:16:33.428867,86:48:2b:b0:cc:08,33:33:00:00:00:02,8
2023-03-01 22:16:33.434540,f2:a8:ef:33:ff:e5,33:33:00:00:00:02,8
2023-03-01 22:16:33.438868,0e:3a:2c:97:66:c6,33:33:00:00:00:02,7
2023-03-01 22:16:33.443710,36:c7:46:6d:c2:07,33:33:00:00:00:02,5
2023-03-01 22:16:33.449598,86:48:2b:b0:cc:08,33:33:00:00:00:02,2
2023-03-01 22:16:33.452769,5a:77:bb:bb:c0:72,33:33:00:00:00:02,7
2023-03-01 22:16:33.457216,f2:a8:ef:33:ff:e5,33:33:00:00:00:02,8
2023-03-01 22:16:33.462128,0e:3a:2c:97:66:c6,33:33:00:00:00:02,8
2023-03-01 22:16:33.467164,1e:f2:b3:63:34:98,33:33:00:00:00:02,3
2023-03-01 22:16:33.472403,36:c7:46:6d:c2:07,33:33:00:00:00:02,9
2023-03-01 22:16:33.477965,36:c7:46:6d:c2:07,33:33:00:00:00:02,9
2023-03-01 22:16:33.483100,36:c7:46:6d:c2:07,33:33:00:00:00:02,9
2023-03-01 22:16:33.488228,36:c7:46:6d:c2:07,33:33:00:00:00:02,9
2023-03-01 22:16:33.493357,36:c7:46:6d:c2:07,33:33:00:00:00:02,9
2023-03-01 22:16:33.498594,36:c7:46:6d:c2:07,33:33:00:00:00:02,9
2023-03-01 22:16:33.503242,36:c7:46:6d:c2:07,33:33:00:00:00:02,9
2023-03-01 22:16:33.512234,86:48:2b:b0:cc:08,33:33:00:00:00:02,9
2023-03-01 22:16:33.517458,f2:a8:ef:33:ff:e5,33:33:00:00:00:02,9
2023-03-01 22:16:33.522764,0e:3a:2c:97:66:c6,33:33:00:00:00:02,9
2023-03-01 22:16:33.528970,1e:f2:b3:63:34:98,33:33:00:00:00:02,9
2023-03-01 22:16:33.533755,86:48:2b:b0:cc:08,33:33:00:00:00:02,9
2023-03-01 22:16:33.538917,5a:77:bb:bb:c0:72,33:33:00:00:00:02,9
2023-03-01 22:16:33.544307,0e:3a:2c:97:66:c6,33:33:00:00:00:02,9
2023-03-01 22:16:33.549608,1e:f2:b3:63:34:98,33:33:00:00:00:02,9
2023-03-01 22:16:33.555363,f2:a8:ef:33:ff:e5,33:33:00:00:00:02,9
2023-03-01 22:16:33.561328,86:48:2b:b0:cc:08,33:33:00:00:00:02,9
2023-03-01 22:16:33.566774,5a:77:bb:bb:c0:72,33:33:00:00:00:02,9
2023-03-01 22:16:33.571924,f2:a8:ef:33:ff:e5,33:33:00:00:00:02,9
2023-03-01 22:16:33.576934,0e:3a:2c:97:66:c6,33:33:00:00:00:02,9
2023-03-01 22:16:33.582489,1e:f2:b3:63:34:98,33:33:00:00:00:02,9
2023-03-01 22:16:33.588270,86:48:2b:b0:cc:08,33:33:00:00:00:02,9
2023-03-01 22:16:33.593986,5a:77:bb:bb:c0:72,33:33:00:00:00:02,9
2023-03-01 22:16:33.598996,f2:a8:ef:33:ff:e5,33:33:00:00:00:02,9
2023-03-01 22:16:33.604090,0e:3a:2c:97:66:c6,33:33:00:00:00:02,9
2023-03-01 22:16:33.609287,1e:f2:b3:63:34:98,33:33:00:00:00:02,9
2023-03-01 22:16:33.614703,86:48:2b:b0:cc:08,33:33:00:00:00:02,9
2023-03-01 22:16:33.620931,5a:77:bb:bb:c0:72,33:33:00:00:00:02,9
2023-03-01 22:16:33.627678,f2:a8:ef:33:ff:e5,33:33:00:00:00:02,9
2023-03-01 22:16:33.633193,0e:3a:2c:97:66:c6,33:33:00:00:00:02,9
2023-03-01 22:16:33.638322,86:48:2b:b0:cc:08,33:33:00:00:00:02,9
2023-03-01 22:16:33.643486,5a:77:bb:bb:c0:72,33:33:00:00:00:02,9
2023-03-01 22:16:33.649122,1e:f2:b3:63:34:98,33:33:00:00:00:02,9
2023-03-01 22:16:33.655403,86:48:2b:b0:cc:08,33:33:00:00:00:02,9
2023-03-01 22:16:33.660726,5a:77:bb:bb:c0:72,33:33:00:00:00:02,9
2023-03-01 22:16:33.666198,f2:a8:ef:33:ff:e5,33:33:00:00:00:02,9
2023-03-01 22:16:33.671563,0e:3a:2c:97:66:c6,33:33:00:00:00:02,9
2023-03-01 22:16:33.677001,1e:f2:b3:63:34:98,33:33:00:00:00:02,9
2023-03-01 22:16:33.683483,5a:77:bb:bb:c0:72,33:33:00:00:00:02,9
2023-03-01 22:16:33.689715,f2:a8:ef:33:ff:e5,33:33:00:00:00:02,9
2023-03-01 22:16:33.695042,0e:3a:2c:97:66:c6,33:33:00:00:00:02,9
2023-03-01 22:16:33.700408,1e:f2:b3:63:34:98,33:33:00:00:00:02,9
2023-03-01 22:16:49.783101,da:e3:e5:e9:96:cb,33:33:00:00:00:02,1
2023-03-01 22:16:49.788492,62:d2:b3:03:7b:71,33:33:00:00:00:02,8
2023-03-01 22:16:49.792655,16:a7:5d:b4:59:13,33:33:00:00:00:02,6
2023-03-01 22:16:49.797922,52:c7:5c:ab:d4:3c,33:33:00:00:00:02,9
2023-03-01 22:16:49.805656,de:fd:03:ea:5f:a3,33:33:00:00:00:02,8
2023-03-01 22:16:49.811244,da:e3:e5:e9:96:cb,33:33:00:00:00:02,2
2023-03-01 22:16:49.821503,62:d2:b3:03:7b:71,33:33:00:00:00:02,9
2023-03-01 22:16:49.825998,16:a7:5d:b4:59:13,33:33:00:00:00:02,9
2023-03-01 22:16:49.829990,62:d2:b3:03:7b:71,33:33:00:00:00:02,9
2023-03-01 22:16:49.833474,16:a7:5d:b4:59:13,33:33:00:00:00:02,9
2023-03-01 22:16:49.837252,62:d2:b3:03:7b:71,33:33:00:00:00:02,9
2023-03-01 22:16:49.840552,16:a7:5d:b4:59:13,33:33:00:00:00:02,9
2023-03-01 22:16:49.844580,62:d2:b3:03:7b:71,33:33:00:00:00:02,9
2023-03-01 22:16:49.849531,62:d2:b3:03:7b:71,33:33:00:00:00:02,9
2023-03-01 22:16:49.854882,16:a7:5d:b4:59:13,33:33:00:00:00:02,9
2023-03-01 22:16:49.858996,62:d2:b3:03:7b:71,33:33:00:00:00:02,9
2023-03-01 22:16:49.863969,16:a7:5d:b4:59:13,33:33:00:00:00:02,9
2023-03-01 22:16:49.868301,de:fd:03:ea:5f:a3,33:33:00:00:00:02,3
2023-03-01 22:16:49.873472,62:d2:b3:03:7b:71,33:33:00:00:00:02,9
2023-03-01 22:16:49.879242,16:a7:5d:b4:59:13,33:33:00:00:00:02,9
2023-03-01 22:16:49.885760,16:a7:5d:b4:59:13,33:33:00:00:00:02,9
2023-03-01 22:16:49.891087,da:e3:e5:e9:96:cb,33:33:00:00:00:02,9
2023-03-01 22:16:49.894455,da:e3:e5:e9:96:cb,33:33:00:00:00:02,9
2023-03-01 22:16:49.898127,da:e3:e5:e9:96:cb,33:33:00:00:00:02,9
2023-03-01 22:16:49.901518,da:e3:e5:e9:96:cb,33:33:00:00:00:02,9
2023-03-01 22:16:49.907176,da:e3:e5:e9:96:cb,33:33:00:00:00:02,9
2023-03-01 22:16:49.913147,da:e3:e5:e9:96:cb,33:33:00:00:00:02,9
2023-03-01 22:16:49.917803,da:e3:e5:e9:96:cb,33:33:00:00:00:02,9
2023-03-01 22:16:49.923166,de:fd:03:ea:5f:a3,33:33:00:00:00:02,9
2023-03-01 22:16:49.928762,de:fd:03:ea:5f:a3,33:33:00:00:00:02,9
2023-03-01 22:16:49.932732,de:fd:03:ea:5f:a3,33:33:00:00:00:02,9
2023-03-01 22:16:49.937894,de:fd:03:ea:5f:a3,33:33:00:00:00:02,9
2023-03-01 22:16:49.943236,de:fd:03:ea:5f:a3,33:33:00:00:00:02,9
2023-03-01 22:16:49.947422,de:fd:03:ea:5f:a3,33:33:00:00:00:02,9
2023-03-01 22:16:49.951487,de:fd:03:ea:5f:a3,33:33:00:00:00:02,9
2023-03-01 22:17:06.166852,96:13:13:2d:ca:c3,33:33:00:00:00:02,4
2023-03-01 22:17:06.171905,3e:52:cd:ef:09:9d,33:33:00:00:00:02,9
2023-03-01 22:17:06.177310,96:2c:24:c1:d5:43,33:33:00:00:00:02,6
2023-03-01 22:17:06.185182,96:13:13:2d:ca:c3,33:33:00:00:00:02,9
2023-03-01 22:17:06.190938,96:13:13:2d:ca:c3,33:33:00:00:00:02,9
2023-03-01 22:17:06.197347,96:13:13:2d:ca:c3,33:33:00:00:00:02,9
2023-03-01 22:17:06.203252,96:13:13:2d:ca:c3,33:33:00:00:00:02,9
2023-03-01 22:17:06.207447,96:13:13:2d:ca:c3,33:33:00:00:00:02,9
2023-03-01 22:17:06.212864,96:13:13:2d:ca:c3,33:33:00:00:00:02,9
2023-03-01 22:17:06.219159,96:13:13:2d:ca:c3,33:33:00:00:00:02,9
2023-03-01 22:17:06.225578,96:2c:24:c1:d5:43,33:33:00:00:00:02,1
2023-03-01 22:17:06.233251,96:2c:24:c1:d5:43,33:33:00:00:00:02,9
2023-03-01 22:17:06.240366,96:2c:24:c1:d5:43,33:33:00:00:00:02,9
2023-03-01 22:17:06.245132,96:2c:24:c1:d5:43,33:33:00:00:00:02,9
2023-03-01 22:17:06.250954,96:2c:24:c1:d5:43,33:33:00:00:00:02,9
2023-03-01 22:17:06.256873,96:2c:24:c1:d5:43,33:33:00:00:00:02,9
2023-03-01 22:17:06.263001,96:2c:24:c1:d5:43,33:33:00:00:00:02,9
2023-03-01 22:17:06.269127,96:2c:24:c1:d5:43,33:33:00:00:00:02,9
2023-03-01 22:17:22.550860,46:4c:6d:55:f6:25,33:33:00:00:00:02,2
2023-03-01 22:17:22.556115,86:e0:7f:10:8e:b4,33:33:00:00:00:02,6
2023-03-01 22:17:22.562584,46:4c:6d:55:f6:25,33:33:00:00:00:02,3
2023-03-01 22:17:22.570308,86:e0:7f:10:8e:b4,33:33:00:00:00:02,4
2023-03-01 22:17:22.577769,46:4c:6d:55:f6:25,33:33:00:00:00:02,9
2023-03-01 22:17:22.584772,46:4c:6d:55:f6:25,33:33:00:00:00:02,9
2023-03-01 22:17:22.592491,46:4c:6d:55:f6:25,33:33:00:00:00:02,9
